node_id,label,type
text::Viêm phế quản cấp vừa,Viêm phế quản cấp vừa,text
symptom::ho đờm,ho đờm,symptom
symptom::khó thở nhẹ,khó thở nhẹ,symptom
symptom::sốt,sốt,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH123,Rối loạn lipid máu nhẹ,disease
text::Rối loạn lipid máu nhẹ,Rối loạn lipid máu nhẹ,text
symptom::mỡ máu cao,mỡ máu cao,symptom
symptom::thừa cân,thừa cân,symptom
symptom::ít triệu chứng,ít triệu chứng,symptom
disease::BENH124,Rối loạn tiêu hóa mạn,disease
text::Rối loạn tiêu hóa mạn,Rối loạn tiêu hóa mạn,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH125,Viêm niệu đạo mạn,disease
text::Viêm niệu đạo mạn,Viêm niệu đạo mạn,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH126,Nhiễm khuẩn tiết niệu không đặc hiệu,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu,Nhiễm khuẩn tiết niệu không đặc hiệu,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH127,Viêm mũi xoang cấp,disease
text::Viêm mũi xoang cấp,Viêm mũi xoang cấp,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::đau đầu,đau đầu,symptom
symptom::sốt,sốt,symptom
disease::BENH128,Viêm mũi cấp nhẹ,disease
text::Viêm mũi cấp nhẹ,Viêm mũi cấp nhẹ,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::hắt hơi,hắt hơi,symptom
disease::BENH129,Viêm bao hoạt dịch cấp,disease
text::Viêm bao hoạt dịch cấp,Viêm bao hoạt dịch cấp,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH130,Trật khớp không đặc hiệu,disease
text::Trật khớp không đặc hiệu,Trật khớp không đặc hiệu,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH131,Đau khớp gối chưa rõ nguyên nhân,disease
text::Đau khớp gối chưa rõ nguyên nhân,Đau khớp gối chưa rõ nguyên nhân,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::đi lại khó,đi lại khó,symptom
disease::BENH132,Khô da cấp,disease
text::Khô da cấp,Khô da cấp,text
symptom::da khô,da khô,symptom
symptom::nứt nẻ,nứt nẻ,symptom
symptom::ngứa,ngứa,symptom
disease::BENH133,Rối loạn điện giải không đặc hiệu,disease
text::Rối loạn điện giải không đặc hiệu,Rối loạn điện giải không đặc hiệu,text
symptom::mệt,mệt,symptom
symptom::co cơ,co cơ,symptom
symptom::khát nước,khát nước,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH134,Tăng tiểu đêm vừa,disease
text::Tăng tiểu đêm vừa,Tăng tiểu đêm vừa,text
symptom::đi tiểu đêm nhiều lần,đi tiểu đêm nhiều lần,symptom
symptom::mệt,mệt,symptom
disease::BENH135,Hạ đường huyết nhẹ,disease
text::Hạ đường huyết nhẹ,Hạ đường huyết nhẹ,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH136,Gan nhiễm mỡ không đặc hiệu,disease
text::Gan nhiễm mỡ không đặc hiệu,Gan nhiễm mỡ không đặc hiệu,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH137,Đầy hơi nặng,disease
text::Đầy hơi nặng,Đầy hơi nặng,text
symptom::bụng chướng,bụng chướng,symptom
symptom::ợ hơi,ợ hơi,symptom
symptom::khó chịu,khó chịu,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH138,Suy thận cấp vừa,disease
text::Suy thận cấp vừa,Suy thận cấp vừa,text
symptom::tiểu ít,tiểu ít,symptom
symptom::phù,phù,symptom
symptom::mệt,mệt,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH139,Viêm mũi cấp chưa rõ nguyên nhân,disease
text::Viêm mũi cấp chưa rõ nguyên nhân,Viêm mũi cấp chưa rõ nguyên nhân,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::hắt hơi,hắt hơi,symptom
disease::BENH140,Suy thận cấp vừa mạn,disease
text::Suy thận cấp vừa mạn,Suy thận cấp vừa mạn,text
symptom::tiểu ít,tiểu ít,symptom
symptom::phù,phù,symptom
symptom::mệt,mệt,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH141,Ù tai mạn,disease
text::Ù tai mạn,Ù tai mạn,text
symptom::ù tai,ù tai,symptom
symptom::nghe kém,nghe kém,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH142,Nhiễm khuẩn tiết niệu nặng,disease
text::Nhiễm khuẩn tiết niệu nặng,Nhiễm khuẩn tiết niệu nặng,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH143,Chấn thương phần mềm mạn,disease
text::Chấn thương phần mềm mạn,Chấn thương phần mềm mạn,text
symptom::sưng đau,sưng đau,symptom
symptom::bầm tím,bầm tím,symptom
symptom::đau khi vận động,đau khi vận động,symptom
disease::BENH144,Vảy nến mạn,disease
text::Vảy nến mạn,Vảy nến mạn,text
symptom::mảng đỏ,mảng đỏ,symptom
symptom::vảy trắng,vảy trắng,symptom
symptom::ngứa,ngứa,symptom
disease::BENH145,Viêm bao hoạt dịch mạn,disease
text::Viêm bao hoạt dịch mạn,Viêm bao hoạt dịch mạn,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH146,Khàn tiếng vừa,disease
text::Khàn tiếng vừa,Khàn tiếng vừa,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH147,Stress nặng,disease
text::Stress nặng,Stress nặng,text
symptom::căng thẳng,căng thẳng,symptom
symptom::mệt,mệt,symptom
symptom::lo âu,lo âu,symptom
disease::BENH148,Tăng đường huyết nặng,disease
text::Tăng đường huyết nặng,Tăng đường huyết nặng,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
disease::BENH149,Viêm kết mạc nhẹ,disease
text::Viêm kết mạc nhẹ,Viêm kết mạc nhẹ,text
symptom::đỏ mắt,đỏ mắt,symptom
symptom::ngứa mắt,ngứa mắt,symptom
symptom::chảy ghèn,chảy ghèn,symptom
disease::BENH150,Viêm da tiếp xúc mạn,disease
text::Viêm da tiếp xúc mạn,Viêm da tiếp xúc mạn,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH151,Rối loạn mỡ máu nhẹ,disease
text::Rối loạn mỡ máu nhẹ,Rối loạn mỡ máu nhẹ,text
symptom::ít triệu chứng,ít triệu chứng,symptom
symptom::mỡ máu cao,mỡ máu cao,symptom
disease::BENH152,Tăng đường huyết chưa rõ nguyên nhân,disease
text::Tăng đường huyết chưa rõ nguyên nhân,Tăng đường huyết chưa rõ nguyên nhân,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
disease::BENH153,Chấn thương phần mềm mạn nhẹ,disease
text::Chấn thương phần mềm mạn nhẹ,Chấn thương phần mềm mạn nhẹ,text
symptom::sưng đau,sưng đau,symptom
symptom::bầm tím,bầm tím,symptom
symptom::đau khi vận động,đau khi vận động,symptom
disease::BENH154,Đái máu cấp,disease
text::Đái máu cấp,Đái máu cấp,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH155,Đau lưng trên cấp,disease
text::Đau lưng trên cấp,Đau lưng trên cấp,text
symptom::đau lưng,đau lưng,symptom
symptom::căng cơ,căng cơ,symptom
symptom::mỏi vai,mỏi vai,symptom
disease::BENH156,Tiểu đêm không đặc hiệu,disease
text::Tiểu đêm không đặc hiệu,Tiểu đêm không đặc hiệu,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH157,Loãng xương nặng,disease
text::Loãng xương nặng,Loãng xương nặng,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH158,Loãng xương chưa rõ nguyên nhân,disease
text::Loãng xương chưa rõ nguyên nhân,Loãng xương chưa rõ nguyên nhân,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH159,Viêm thanh quản cấp chưa rõ nguyên nhân,disease
text::Viêm thanh quản cấp chưa rõ nguyên nhân,Viêm thanh quản cấp chưa rõ nguyên nhân,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH160,Thừa cân vừa,disease
text::Thừa cân vừa,Thừa cân vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::BMI cao,BMI cao,symptom
symptom::mệt khi vận động,mệt khi vận động,symptom
disease::BENH161,Béo phì nhẹ,disease
text::Béo phì nhẹ,Béo phì nhẹ,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH162,Vảy nến mạn vừa,disease
text::Vảy nến mạn vừa,Vảy nến mạn vừa,text
symptom::mảng đỏ,mảng đỏ,symptom
symptom::vảy trắng,vảy trắng,symptom
symptom::ngứa,ngứa,symptom
disease::BENH163,Viêm da tiếp xúc mạn không đặc hiệu,disease
text::Viêm da tiếp xúc mạn không đặc hiệu,Viêm da tiếp xúc mạn không đặc hiệu,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH164,Viêm lợi nhẹ,disease
text::Viêm lợi nhẹ,Viêm lợi nhẹ,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH165,Béo phì chưa rõ nguyên nhân,disease
text::Béo phì chưa rõ nguyên nhân,Béo phì chưa rõ nguyên nhân,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH166,Gan nhiễm mỡ cấp,disease
text::Gan nhiễm mỡ cấp,Gan nhiễm mỡ cấp,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH167,Nôn ói tái phát,disease
text::Nôn ói tái phát,Nôn ói tái phát,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH168,Béo phì nhẹ tái phát,disease
text::Béo phì nhẹ tái phát,Béo phì nhẹ tái phát,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH169,Trầm cảm nhẹ mạn,disease
text::Trầm cảm nhẹ mạn,Trầm cảm nhẹ mạn,text
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH170,Chảy máu chân răng không đặc hiệu,disease
text::Chảy máu chân răng không đặc hiệu,Chảy máu chân răng không đặc hiệu,text
symptom::chảy máu lợi,chảy máu lợi,symptom
symptom::đau nướu,đau nướu,symptom
disease::BENH171,Chấn thương phần mềm mạn nhẹ chưa rõ nguyên nhân,disease
text::Chấn thương phần mềm mạn nhẹ chưa rõ nguyên nhân,Chấn thương phần mềm mạn nhẹ chưa rõ nguyên nhân,text
symptom::sưng đau,sưng đau,symptom
symptom::bầm tím,bầm tím,symptom
symptom::đau khi vận động,đau khi vận động,symptom
disease::BENH172,Gan nhiễm mỡ không đặc hiệu vừa,disease
text::Gan nhiễm mỡ không đặc hiệu vừa,Gan nhiễm mỡ không đặc hiệu vừa,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH173,Nhiễm khuẩn tiết niệu nặng cấp,disease
text::Nhiễm khuẩn tiết niệu nặng cấp,Nhiễm khuẩn tiết niệu nặng cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH174,Chán ăn vừa,disease
text::Chán ăn vừa,Chán ăn vừa,text
symptom::ăn kém,ăn kém,symptom
symptom::sụt cân,sụt cân,symptom
symptom::mệt,mệt,symptom
symptom::đầy bụng,đầy bụng,symptom
disease::BENH175,Béo phì chưa rõ nguyên nhân nặng,disease
text::Béo phì chưa rõ nguyên nhân nặng,Béo phì chưa rõ nguyên nhân nặng,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH176,Nôn ói vừa,disease
text::Nôn ói vừa,Nôn ói vừa,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH177,Chóng mặt tái phát,disease
text::Chóng mặt tái phát,Chóng mặt tái phát,text
symptom::choáng váng,choáng váng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::mất thăng bằng,mất thăng bằng,symptom
disease::BENH178,Stress cấp,disease
text::Stress cấp,Stress cấp,text
symptom::căng thẳng,căng thẳng,symptom
symptom::mệt,mệt,symptom
symptom::lo âu,lo âu,symptom
disease::BENH179,Nấm kẽ tái phát,disease
text::Nấm kẽ tái phát,Nấm kẽ tái phát,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH180,Trật khớp không đặc hiệu mạn,disease
text::Trật khớp không đặc hiệu mạn,Trật khớp không đặc hiệu mạn,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH181,Béo phì nhẹ vừa,disease
text::Béo phì nhẹ vừa,Béo phì nhẹ vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH182,Viêm lợi nhẹ nhẹ,disease
text::Viêm lợi nhẹ nhẹ,Viêm lợi nhẹ nhẹ,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH183,Hạ đường huyết nặng,disease
text::Hạ đường huyết nặng,Hạ đường huyết nặng,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH184,Tăng đường huyết cấp,disease
text::Tăng đường huyết cấp,Tăng đường huyết cấp,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
disease::BENH185,Đái máu cấp nặng,disease
text::Đái máu cấp nặng,Đái máu cấp nặng,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH186,Nhiễm khuẩn tiết niệu không đặc hiệu cấp,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp,Nhiễm khuẩn tiết niệu không đặc hiệu cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH187,Nôn ói nặng,disease
text::Nôn ói nặng,Nôn ói nặng,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH188,Tiểu buốt nhẹ,disease
text::Tiểu buốt nhẹ,Tiểu buốt nhẹ,text
symptom::tiểu đau,tiểu đau,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::khó chịu khi đi tiểu,khó chịu khi đi tiểu,symptom
disease::BENH189,Viêm phổi cộng đồng nhẹ,disease
text::Viêm phổi cộng đồng nhẹ,Viêm phổi cộng đồng nhẹ,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH190,Khàn tiếng vừa mạn,disease
text::Khàn tiếng vừa mạn,Khàn tiếng vừa mạn,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH191,Đau bụng chưa rõ nguyên nhân,disease
text::Đau bụng chưa rõ nguyên nhân,Đau bụng chưa rõ nguyên nhân,text
symptom::đau bụng,đau bụng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::chướng bụng,chướng bụng,symptom
disease::BENH192,Rối loạn tiêu hóa tái phát,disease
text::Rối loạn tiêu hóa tái phát,Rối loạn tiêu hóa tái phát,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH193,Đái tháo đường type 2 chưa rõ nguyên nhân,disease
text::Đái tháo đường type 2 chưa rõ nguyên nhân,Đái tháo đường type 2 chưa rõ nguyên nhân,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
symptom::sút cân,sút cân,symptom
disease::BENH194,Ù tai mạn tái phát,disease
text::Ù tai mạn tái phát,Ù tai mạn tái phát,text
symptom::ù tai,ù tai,symptom
symptom::nghe kém,nghe kém,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH195,Nấm kẽ không đặc hiệu,disease
text::Nấm kẽ không đặc hiệu,Nấm kẽ không đặc hiệu,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH196,Loãng xương nhẹ,disease
text::Loãng xương nhẹ,Loãng xương nhẹ,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH197,Hạ đường huyết nặng vừa,disease
text::Hạ đường huyết nặng vừa,Hạ đường huyết nặng vừa,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH198,Viêm tai ngoài nặng,disease
text::Viêm tai ngoài nặng,Viêm tai ngoài nặng,text
symptom::đau tai,đau tai,symptom
symptom::ngứa tai,ngứa tai,symptom
symptom::chảy dịch,chảy dịch,symptom
disease::BENH199,Run tay chưa rõ nguyên nhân,disease
text::Run tay chưa rõ nguyên nhân,Run tay chưa rõ nguyên nhân,text
symptom::run tay,run tay,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
disease::BENH200,Tăng huyết áp nhẹ,disease
text::Tăng huyết áp nhẹ,Tăng huyết áp nhẹ,text
symptom::đau đầu,đau đầu,symptom
symptom::hoa mắt,hoa mắt,symptom
symptom::chóng mặt,chóng mặt,symptom
symptom::mệt,mệt,symptom
disease::BENH201,Đau vai mạn,disease
text::Đau vai mạn,Đau vai mạn,text
symptom::đau vai,đau vai,symptom
symptom::hạn chế nâng tay,hạn chế nâng tay,symptom
symptom::cứng khớp,cứng khớp,symptom
disease::BENH202,Viêm niệu đạo cấp,disease
text::Viêm niệu đạo cấp,Viêm niệu đạo cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH203,Rối loạn mỡ máu nhẹ nhẹ,disease
text::Rối loạn mỡ máu nhẹ nhẹ,Rối loạn mỡ máu nhẹ nhẹ,text
symptom::ít triệu chứng,ít triệu chứng,symptom
symptom::mỡ máu cao,mỡ máu cao,symptom
disease::BENH204,Viêm họng cấp mạn,disease
text::Viêm họng cấp mạn,Viêm họng cấp mạn,text
symptom::đau họng,đau họng,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
symptom::nuốt đau,nuốt đau,symptom
symptom::ho khan,ho khan,symptom
disease::BENH205,Viêm lợi nhẹ nhẹ cấp,disease
text::Viêm lợi nhẹ nhẹ cấp,Viêm lợi nhẹ nhẹ cấp,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH206,Đau lưng trên mạn,disease
text::Đau lưng trên mạn,Đau lưng trên mạn,text
symptom::đau lưng,đau lưng,symptom
symptom::căng cơ,căng cơ,symptom
symptom::mỏi vai,mỏi vai,symptom
disease::BENH207,COVID-19 nặng,disease
text::COVID-19 nặng,COVID-19 nặng,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH208,Tiêu chảy cấp nhẹ,disease
text::Tiêu chảy cấp nhẹ,Tiêu chảy cấp nhẹ,text
symptom::tiêu chảy,tiêu chảy,symptom
symptom::đau bụng,đau bụng,symptom
symptom::mất nước,mất nước,symptom
symptom::mệt,mệt,symptom
disease::BENH209,Khô da chưa rõ nguyên nhân,disease
text::Khô da chưa rõ nguyên nhân,Khô da chưa rõ nguyên nhân,text
symptom::da khô,da khô,symptom
symptom::nứt nẻ,nứt nẻ,symptom
symptom::ngứa,ngứa,symptom
disease::BENH210,Loãng xương tái phát,disease
text::Loãng xương tái phát,Loãng xương tái phát,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH211,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH212,Chàm da chưa rõ nguyên nhân,disease
text::Chàm da chưa rõ nguyên nhân,Chàm da chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::da khô,da khô,symptom
symptom::mẩn đỏ,mẩn đỏ,symptom
symptom::bong vảy,bong vảy,symptom
disease::BENH213,COVID-19 nặng không đặc hiệu,disease
text::COVID-19 nặng không đặc hiệu,COVID-19 nặng không đặc hiệu,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH214,Thoái hóa khớp gối mạn,disease
text::Thoái hóa khớp gối mạn,Thoái hóa khớp gối mạn,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::khó đi lại,khó đi lại,symptom
disease::BENH215,Đầy hơi không đặc hiệu,disease
text::Đầy hơi không đặc hiệu,Đầy hơi không đặc hiệu,text
symptom::bụng chướng,bụng chướng,symptom
symptom::ợ hơi,ợ hơi,symptom
symptom::khó chịu,khó chịu,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH216,Viêm kết mạc không đặc hiệu,disease
text::Viêm kết mạc không đặc hiệu,Viêm kết mạc không đặc hiệu,text
symptom::đỏ mắt,đỏ mắt,symptom
symptom::ngứa mắt,ngứa mắt,symptom
symptom::chảy ghèn,chảy ghèn,symptom
disease::BENH217,Đau đầu căng thẳng chưa rõ nguyên nhân,disease
text::Đau đầu căng thẳng chưa rõ nguyên nhân,Đau đầu căng thẳng chưa rõ nguyên nhân,text
symptom::đau đầu,đau đầu,symptom
symptom::căng cổ,căng cổ,symptom
symptom::mệt,mệt,symptom
symptom::khó tập trung,khó tập trung,symptom
disease::BENH218,Nôn ói nặng cấp,disease
text::Nôn ói nặng cấp,Nôn ói nặng cấp,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH219,Nhiễm khuẩn tiết niệu nặng cấp mạn,disease
text::Nhiễm khuẩn tiết niệu nặng cấp mạn,Nhiễm khuẩn tiết niệu nặng cấp mạn,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH220,Viêm dạ dày không đặc hiệu,disease
text::Viêm dạ dày không đặc hiệu,Viêm dạ dày không đặc hiệu,text
symptom::đau thượng vị,đau thượng vị,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::ợ nóng,ợ nóng,symptom
symptom::đầy bụng,đầy bụng,symptom
disease::BENH221,Nôn ói nặng nặng,disease
text::Nôn ói nặng nặng,Nôn ói nặng nặng,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH222,Viêm lợi nhẹ nhẹ cấp mạn,disease
text::Viêm lợi nhẹ nhẹ cấp mạn,Viêm lợi nhẹ nhẹ cấp mạn,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH223,Nhiễm trùng da nhẹ,disease
text::Nhiễm trùng da nhẹ,Nhiễm trùng da nhẹ,text
symptom::đỏ da,đỏ da,symptom
symptom::sưng,sưng,symptom
symptom::đau,đau,symptom
symptom::mủ,mủ,symptom
symptom::sốt,sốt,symptom
disease::BENH224,Thoái hóa khớp gối chưa rõ nguyên nhân,disease
text::Thoái hóa khớp gối chưa rõ nguyên nhân,Thoái hóa khớp gối chưa rõ nguyên nhân,text
symptom::đau gối,đau gối,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::khó đi lại,khó đi lại,symptom
disease::BENH225,Béo phì không đặc hiệu,disease
