src,dst,relation
disease::BENH132,symptom::nứt nẻ,has_symptom
disease::BENH132,symptom::ngứa,has_symptom
disease::BENH133,text::Rối loạn điện giải không đặc hiệu,has_name
disease::BENH133,symptom::mệt,has_symptom
disease::BENH133,symptom::co cơ,has_symptom
disease::BENH133,symptom::khát nước,has_symptom
disease::BENH133,symptom::chóng mặt,has_symptom
disease::BENH134,text::Tăng tiểu đêm vừa,has_name
disease::BENH134,symptom::đi tiểu đêm nhiều lần,has_symptom
disease::BENH134,symptom::mệt,has_symptom
disease::BENH135,text::Hạ đường huyết nhẹ,has_name
disease::BENH135,symptom::run tay,has_symptom
disease::BENH135,symptom::vã mồ hôi,has_symptom
disease::BENH135,symptom::đói,has_symptom
disease::BENH135,symptom::mệt,has_symptom
disease::BENH136,text::Gan nhiễm mỡ không đặc hiệu,has_name
disease::BENH136,symptom::mệt,has_symptom
disease::BENH136,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH137,text::Đầy hơi nặng,has_name
disease::BENH137,symptom::bụng chướng,has_symptom
disease::BENH137,symptom::ợ hơi,has_symptom
disease::BENH137,symptom::khó chịu,has_symptom
disease::BENH137,symptom::chán ăn,has_symptom
disease::BENH138,text::Suy thận cấp vừa,has_name
disease::BENH138,symptom::tiểu ít,has_symptom
disease::BENH138,symptom::phù,has_symptom
disease::BENH138,symptom::mệt,has_symptom
disease::BENH138,symptom::buồn nôn,has_symptom
disease::BENH139,text::Viêm mũi cấp chưa rõ nguyên nhân,has_name
disease::BENH139,symptom::nghẹt mũi,has_symptom
disease::BENH139,symptom::chảy mũi,has_symptom
disease::BENH139,symptom::hắt hơi,has_symptom
disease::BENH140,text::Suy thận cấp vừa mạn,has_name
disease::BENH140,symptom::tiểu ít,has_symptom
disease::BENH140,symptom::phù,has_symptom
disease::BENH140,symptom::mệt,has_symptom
disease::BENH140,symptom::buồn nôn,has_symptom
disease::BENH141,text::Ù tai mạn,has_name
disease::BENH141,symptom::ù tai,has_symptom
disease::BENH141,symptom::nghe kém,has_symptom
disease::BENH141,symptom::chóng mặt,has_symptom
disease::BENH142,text::Nhiễm khuẩn tiết niệu nặng,has_name
disease::BENH142,symptom::tiểu buốt,has_symptom
disease::BENH142,symptom::tiểu rắt,has_symptom
disease::BENH142,symptom::đau bụng dưới,has_symptom
disease::BENH142,symptom::sốt,has_symptom
disease::BENH143,text::Chấn thương phần mềm mạn,has_name
disease::BENH143,symptom::sưng đau,has_symptom
disease::BENH143,symptom::bầm tím,has_symptom
disease::BENH143,symptom::đau khi vận động,has_symptom
disease::BENH144,text::Vảy nến mạn,has_name
disease::BENH144,symptom::mảng đỏ,has_symptom
disease::BENH144,symptom::vảy trắng,has_symptom
disease::BENH144,symptom::ngứa,has_symptom
disease::BENH145,text::Viêm bao hoạt dịch mạn,has_name
disease::BENH145,symptom::đau khớp,has_symptom
disease::BENH145,symptom::sưng nóng,has_symptom
disease::BENH145,symptom::hạn chế vận động,has_symptom
disease::BENH146,text::Khàn tiếng vừa,has_name
disease::BENH146,symptom::nói khó,has_symptom
disease::BENH146,symptom::giọng khàn,has_symptom
disease::BENH146,symptom::đau họng,has_symptom
disease::BENH147,text::Stress nặng,has_name
disease::BENH147,symptom::căng thẳng,has_symptom
disease::BENH147,symptom::mệt,has_symptom
disease::BENH147,symptom::lo âu,has_symptom
disease::BENH148,text::Tăng đường huyết nặng,has_name
disease::BENH148,symptom::khát nước,has_symptom
disease::BENH148,symptom::tiểu nhiều,has_symptom
disease::BENH148,symptom::mệt,has_symptom
disease::BENH149,text::Viêm kết mạc nhẹ,has_name
disease::BENH149,symptom::đỏ mắt,has_symptom
disease::BENH149,symptom::ngứa mắt,has_symptom
disease::BENH149,symptom::chảy ghèn,has_symptom
disease::BENH150,text::Viêm da tiếp xúc mạn,has_name
disease::BENH150,symptom::đỏ da,has_symptom
disease::BENH150,symptom::rát,has_symptom
disease::BENH150,symptom::ngứa,has_symptom
disease::BENH150,symptom::phồng rộp,has_symptom
disease::BENH151,text::Rối loạn mỡ máu nhẹ,has_name
disease::BENH151,symptom::ít triệu chứng,has_symptom
disease::BENH151,symptom::mỡ máu cao,has_symptom
disease::BENH152,text::Tăng đường huyết chưa rõ nguyên nhân,has_name
disease::BENH152,symptom::khát nước,has_symptom
disease::BENH152,symptom::tiểu nhiều,has_symptom
disease::BENH152,symptom::mệt,has_symptom
disease::BENH153,text::Chấn thương phần mềm mạn nhẹ,has_name
disease::BENH153,symptom::sưng đau,has_symptom
disease::BENH153,symptom::bầm tím,has_symptom
disease::BENH153,symptom::đau khi vận động,has_symptom
disease::BENH154,text::Đái máu cấp,has_name
disease::BENH154,symptom::nước tiểu đỏ,has_symptom
disease::BENH154,symptom::đau bụng dưới,has_symptom
disease::BENH154,symptom::tiểu buốt,has_symptom
disease::BENH155,text::Đau lưng trên cấp,has_name
disease::BENH155,symptom::đau lưng,has_symptom
disease::BENH155,symptom::căng cơ,has_symptom
disease::BENH155,symptom::mỏi vai,has_symptom
disease::BENH156,text::Tiểu đêm không đặc hiệu,has_name
disease::BENH156,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH156,symptom::mất ngủ,has_symptom
disease::BENH156,symptom::mệt,has_symptom
disease::BENH157,text::Loãng xương nặng,has_name
disease::BENH157,symptom::đau lưng,has_symptom
disease::BENH157,symptom::giảm chiều cao,has_symptom
disease::BENH157,symptom::dễ gãy xương,has_symptom
disease::BENH158,text::Loãng xương chưa rõ nguyên nhân,has_name
disease::BENH158,symptom::đau lưng,has_symptom
disease::BENH158,symptom::giảm chiều cao,has_symptom
disease::BENH158,symptom::dễ gãy xương,has_symptom
disease::BENH159,text::Viêm thanh quản cấp chưa rõ nguyên nhân,has_name
disease::BENH159,symptom::khàn tiếng,has_symptom
disease::BENH159,symptom::ho,has_symptom
disease::BENH159,symptom::đau họng,has_symptom
disease::BENH160,text::Thừa cân vừa,has_name
disease::BENH160,symptom::tăng cân,has_symptom
disease::BENH160,symptom::BMI cao,has_symptom
disease::BENH160,symptom::mệt khi vận động,has_symptom
disease::BENH161,text::Béo phì nhẹ,has_name
disease::BENH161,symptom::tăng cân,has_symptom
disease::BENH161,symptom::thừa mỡ,has_symptom
disease::BENH161,symptom::khó thở khi vận động,has_symptom
disease::BENH162,text::Vảy nến mạn vừa,has_name
disease::BENH162,symptom::mảng đỏ,has_symptom
disease::BENH162,symptom::vảy trắng,has_symptom
disease::BENH162,symptom::ngứa,has_symptom
disease::BENH163,text::Viêm da tiếp xúc mạn không đặc hiệu,has_name
disease::BENH163,symptom::đỏ da,has_symptom
disease::BENH163,symptom::rát,has_symptom
disease::BENH163,symptom::ngứa,has_symptom
disease::BENH163,symptom::phồng rộp,has_symptom
disease::BENH164,text::Viêm lợi nhẹ,has_name
disease::BENH164,symptom::đỏ lợi,has_symptom
disease::BENH164,symptom::sưng lợi,has_symptom
disease::BENH164,symptom::chảy máu lợi,has_symptom
disease::BENH165,text::Béo phì chưa rõ nguyên nhân,has_name
disease::BENH165,symptom::tăng cân,has_symptom
disease::BENH165,symptom::thừa mỡ,has_symptom
disease::BENH165,symptom::khó thở khi vận động,has_symptom
disease::BENH166,text::Gan nhiễm mỡ cấp,has_name
disease::BENH166,symptom::mệt,has_symptom
disease::BENH166,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH167,text::Nôn ói tái phát,has_name
disease::BENH167,symptom::buồn nôn,has_symptom
disease::BENH167,symptom::nôn,has_symptom
disease::BENH167,symptom::mệt,has_symptom
disease::BENH167,symptom::chóng mặt,has_symptom
disease::BENH168,text::Béo phì nhẹ tái phát,has_name
disease::BENH168,symptom::tăng cân,has_symptom
disease::BENH168,symptom::thừa mỡ,has_symptom
disease::BENH168,symptom::khó thở khi vận động,has_symptom
disease::BENH169,text::Trầm cảm nhẹ mạn,has_name
disease::BENH169,symptom::buồn bã,has_symptom
disease::BENH169,symptom::mệt mỏi,has_symptom
disease::BENH169,symptom::mất hứng thú,has_symptom
disease::BENH170,text::Chảy máu chân răng không đặc hiệu,has_name
disease::BENH170,symptom::chảy máu lợi,has_symptom
disease::BENH170,symptom::đau nướu,has_symptom
disease::BENH171,text::Chấn thương phần mềm mạn nhẹ chưa rõ nguyên nhân,has_name
disease::BENH171,symptom::sưng đau,has_symptom
disease::BENH171,symptom::bầm tím,has_symptom
disease::BENH171,symptom::đau khi vận động,has_symptom
disease::BENH172,text::Gan nhiễm mỡ không đặc hiệu vừa,has_name
disease::BENH172,symptom::mệt,has_symptom
disease::BENH172,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH173,text::Nhiễm khuẩn tiết niệu nặng cấp,has_name
disease::BENH173,symptom::tiểu buốt,has_symptom
disease::BENH173,symptom::tiểu rắt,has_symptom
disease::BENH173,symptom::đau bụng dưới,has_symptom
disease::BENH173,symptom::sốt,has_symptom
disease::BENH174,text::Chán ăn vừa,has_name
disease::BENH174,symptom::ăn kém,has_symptom
disease::BENH174,symptom::sụt cân,has_symptom
disease::BENH174,symptom::mệt,has_symptom
disease::BENH174,symptom::đầy bụng,has_symptom
disease::BENH175,text::Béo phì chưa rõ nguyên nhân nặng,has_name
disease::BENH175,symptom::tăng cân,has_symptom
disease::BENH175,symptom::thừa mỡ,has_symptom
disease::BENH175,symptom::khó thở khi vận động,has_symptom
disease::BENH176,text::Nôn ói vừa,has_name
disease::BENH176,symptom::buồn nôn,has_symptom
disease::BENH176,symptom::nôn,has_symptom
disease::BENH176,symptom::mệt,has_symptom
disease::BENH176,symptom::chóng mặt,has_symptom
disease::BENH177,text::Chóng mặt tái phát,has_name
disease::BENH177,symptom::choáng váng,has_symptom
disease::BENH177,symptom::buồn nôn,has_symptom
disease::BENH177,symptom::mất thăng bằng,has_symptom
disease::BENH178,text::Stress cấp,has_name
disease::BENH178,symptom::căng thẳng,has_symptom
disease::BENH178,symptom::mệt,has_symptom
disease::BENH178,symptom::lo âu,has_symptom
disease::BENH179,text::Nấm kẽ tái phát,has_name
disease::BENH179,symptom::ngứa,has_symptom
disease::BENH179,symptom::hăm kẽ,has_symptom
disease::BENH179,symptom::đỏ da,has_symptom
disease::BENH180,text::Trật khớp không đặc hiệu mạn,has_name
disease::BENH180,symptom::đau dữ dội,has_symptom
disease::BENH180,symptom::biến dạng khớp,has_symptom
disease::BENH180,symptom::hạn chế vận động,has_symptom
disease::BENH181,text::Béo phì nhẹ vừa,has_name
disease::BENH181,symptom::tăng cân,has_symptom
disease::BENH181,symptom::thừa mỡ,has_symptom
disease::BENH181,symptom::khó thở khi vận động,has_symptom
disease::BENH182,text::Viêm lợi nhẹ nhẹ,has_name
disease::BENH182,symptom::đỏ lợi,has_symptom
disease::BENH182,symptom::sưng lợi,has_symptom
disease::BENH182,symptom::chảy máu lợi,has_symptom
disease::BENH183,text::Hạ đường huyết nặng,has_name
disease::BENH183,symptom::run tay,has_symptom
disease::BENH183,symptom::vã mồ hôi,has_symptom
disease::BENH183,symptom::đói,has_symptom
disease::BENH183,symptom::mệt,has_symptom
disease::BENH184,text::Tăng đường huyết cấp,has_name
disease::BENH184,symptom::khát nước,has_symptom
disease::BENH184,symptom::tiểu nhiều,has_symptom
disease::BENH184,symptom::mệt,has_symptom
disease::BENH185,text::Đái máu cấp nặng,has_name
disease::BENH185,symptom::nước tiểu đỏ,has_symptom
disease::BENH185,symptom::đau bụng dưới,has_symptom
disease::BENH185,symptom::tiểu buốt,has_symptom
disease::BENH186,text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp,has_name
disease::BENH186,symptom::tiểu buốt,has_symptom
disease::BENH186,symptom::tiểu rắt,has_symptom
disease::BENH186,symptom::đau bụng dưới,has_symptom
disease::BENH186,symptom::sốt,has_symptom
disease::BENH187,text::Nôn ói nặng,has_name
disease::BENH187,symptom::buồn nôn,has_symptom
disease::BENH187,symptom::nôn,has_symptom
disease::BENH187,symptom::mệt,has_symptom
disease::BENH187,symptom::chóng mặt,has_symptom
disease::BENH188,text::Tiểu buốt nhẹ,has_name
disease::BENH188,symptom::tiểu đau,has_symptom
disease::BENH188,symptom::tiểu rắt,has_symptom
disease::BENH188,symptom::khó chịu khi đi tiểu,has_symptom
disease::BENH189,text::Viêm phổi cộng đồng nhẹ,has_name
disease::BENH189,symptom::sốt,has_symptom
disease::BENH189,symptom::ho,has_symptom
disease::BENH189,symptom::khó thở,has_symptom
disease::BENH189,symptom::đau ngực,has_symptom
disease::BENH190,text::Khàn tiếng vừa mạn,has_name
disease::BENH190,symptom::nói khó,has_symptom
disease::BENH190,symptom::giọng khàn,has_symptom
disease::BENH190,symptom::đau họng,has_symptom
disease::BENH191,text::Đau bụng chưa rõ nguyên nhân,has_name
disease::BENH191,symptom::đau bụng,has_symptom
disease::BENH191,symptom::buồn nôn,has_symptom
disease::BENH191,symptom::chướng bụng,has_symptom
disease::BENH192,text::Rối loạn tiêu hóa tái phát,has_name
disease::BENH192,symptom::đau bụng,has_symptom
disease::BENH192,symptom::đầy hơi,has_symptom
disease::BENH192,symptom::tiêu chảy,has_symptom
disease::BENH192,symptom::buồn nôn,has_symptom
disease::BENH193,text::Đái tháo đường type 2 chưa rõ nguyên nhân,has_name
disease::BENH193,symptom::khát nước,has_symptom
disease::BENH193,symptom::tiểu nhiều,has_symptom
disease::BENH193,symptom::mệt,has_symptom
disease::BENH193,symptom::sút cân,has_symptom
disease::BENH194,text::Ù tai mạn tái phát,has_name
disease::BENH194,symptom::ù tai,has_symptom
disease::BENH194,symptom::nghe kém,has_symptom
disease::BENH194,symptom::chóng mặt,has_symptom
disease::BENH195,text::Nấm kẽ không đặc hiệu,has_name
disease::BENH195,symptom::ngứa,has_symptom
disease::BENH195,symptom::hăm kẽ,has_symptom
disease::BENH195,symptom::đỏ da,has_symptom
disease::BENH196,text::Loãng xương nhẹ,has_name
disease::BENH196,symptom::đau lưng,has_symptom
disease::BENH196,symptom::giảm chiều cao,has_symptom
disease::BENH196,symptom::dễ gãy xương,has_symptom
disease::BENH197,text::Hạ đường huyết nặng vừa,has_name
disease::BENH197,symptom::run tay,has_symptom
disease::BENH197,symptom::vã mồ hôi,has_symptom
disease::BENH197,symptom::đói,has_symptom
disease::BENH197,symptom::mệt,has_symptom
disease::BENH198,text::Viêm tai ngoài nặng,has_name
disease::BENH198,symptom::đau tai,has_symptom
disease::BENH198,symptom::ngứa tai,has_symptom
disease::BENH198,symptom::chảy dịch,has_symptom
disease::BENH199,text::Run tay chưa rõ nguyên nhân,has_name
disease::BENH199,symptom::run tay,has_symptom
disease::BENH199,symptom::hồi hộp,has_symptom
disease::BENH199,symptom::vã mồ hôi,has_symptom
disease::BENH200,text::Tăng huyết áp nhẹ,has_name
disease::BENH200,symptom::đau đầu,has_symptom
disease::BENH200,symptom::hoa mắt,has_symptom
disease::BENH200,symptom::chóng mặt,has_symptom
disease::BENH200,symptom::mệt,has_symptom
disease::BENH201,text::Đau vai mạn,has_name
disease::BENH201,symptom::đau vai,has_symptom
disease::BENH201,symptom::hạn chế nâng tay,has_symptom
disease::BENH201,symptom::cứng khớp,has_symptom
disease::BENH202,text::Viêm niệu đạo cấp,has_name
disease::BENH202,symptom::tiểu buốt,has_symptom
disease::BENH202,symptom::tiểu rắt,has_symptom
disease::BENH202,symptom::ngứa niệu đạo,has_symptom
disease::BENH203,text::Rối loạn mỡ máu nhẹ nhẹ,has_name
disease::BENH203,symptom::ít triệu chứng,has_symptom
disease::BENH203,symptom::mỡ máu cao,has_symptom
disease::BENH204,text::Viêm họng cấp mạn,has_name
disease::BENH204,symptom::đau họng,has_symptom
disease::BENH204,symptom::sốt nhẹ,has_symptom
disease::BENH204,symptom::nuốt đau,has_symptom
disease::BENH204,symptom::ho khan,has_symptom
disease::BENH205,text::Viêm lợi nhẹ nhẹ cấp,has_name
disease::BENH205,symptom::đỏ lợi,has_symptom
disease::BENH205,symptom::sưng lợi,has_symptom
disease::BENH205,symptom::chảy máu lợi,has_symptom
disease::BENH206,text::Đau lưng trên mạn,has_name
disease::BENH206,symptom::đau lưng,has_symptom
disease::BENH206,symptom::căng cơ,has_symptom
disease::BENH206,symptom::mỏi vai,has_symptom
disease::BENH207,text::COVID-19 nặng,has_name
disease::BENH207,symptom::sốt,has_symptom
disease::BENH207,symptom::ho,has_symptom
disease::BENH207,symptom::đau họng,has_symptom
disease::BENH207,symptom::mất mùi vị,has_symptom
disease::BENH208,text::Tiêu chảy cấp nhẹ,has_name
disease::BENH208,symptom::tiêu chảy,has_symptom
disease::BENH208,symptom::đau bụng,has_symptom
disease::BENH208,symptom::mất nước,has_symptom
disease::BENH208,symptom::mệt,has_symptom
disease::BENH209,text::Khô da chưa rõ nguyên nhân,has_name
disease::BENH209,symptom::da khô,has_symptom
disease::BENH209,symptom::nứt nẻ,has_symptom
disease::BENH209,symptom::ngứa,has_symptom
disease::BENH210,text::Loãng xương tái phát,has_name
disease::BENH210,symptom::đau lưng,has_symptom
disease::BENH210,symptom::giảm chiều cao,has_symptom
disease::BENH210,symptom::dễ gãy xương,has_symptom
disease::BENH211,text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân,has_name
disease::BENH211,symptom::tiểu buốt,has_symptom
disease::BENH211,symptom::tiểu rắt,has_symptom
disease::BENH211,symptom::đau bụng dưới,has_symptom
disease::BENH211,symptom::sốt,has_symptom
disease::BENH212,text::Chàm da chưa rõ nguyên nhân,has_name
disease::BENH212,symptom::ngứa,has_symptom
disease::BENH212,symptom::da khô,has_symptom
disease::BENH212,symptom::mẩn đỏ,has_symptom
disease::BENH212,symptom::bong vảy,has_symptom
disease::BENH213,text::COVID-19 nặng không đặc hiệu,has_name
disease::BENH213,symptom::sốt,has_symptom
disease::BENH213,symptom::ho,has_symptom
disease::BENH213,symptom::đau họng,has_symptom
disease::BENH213,symptom::mất mùi vị,has_symptom
disease::BENH214,text::Thoái hóa khớp gối mạn,has_name
disease::BENH214,symptom::đau gối,has_symptom
disease::BENH214,symptom::cứng khớp,has_symptom
disease::BENH214,symptom::khó đi lại,has_symptom
disease::BENH215,text::Đầy hơi không đặc hiệu,has_name
disease::BENH215,symptom::bụng chướng,has_symptom
disease::BENH215,symptom::ợ hơi,has_symptom
disease::BENH215,symptom::khó chịu,has_symptom
disease::BENH215,symptom::chán ăn,has_symptom
disease::BENH216,text::Viêm kết mạc không đặc hiệu,has_name
disease::BENH216,symptom::đỏ mắt,has_symptom
disease::BENH216,symptom::ngứa mắt,has_symptom
disease::BENH216,symptom::chảy ghèn,has_symptom
disease::BENH217,text::Đau đầu căng thẳng chưa rõ nguyên nhân,has_name
disease::BENH217,symptom::đau đầu,has_symptom
disease::BENH217,symptom::căng cổ,has_symptom
disease::BENH217,symptom::mệt,has_symptom
disease::BENH217,symptom::khó tập trung,has_symptom
disease::BENH218,text::Nôn ói nặng cấp,has_name
disease::BENH218,symptom::buồn nôn,has_symptom
disease::BENH218,symptom::nôn,has_symptom
disease::BENH218,symptom::mệt,has_symptom
disease::BENH218,symptom::chóng mặt,has_symptom
disease::BENH219,text::Nhiễm khuẩn tiết niệu nặng cấp mạn,has_name
disease::BENH219,symptom::tiểu buốt,has_symptom
disease::BENH219,symptom::tiểu rắt,has_symptom
disease::BENH219,symptom::đau bụng dưới,has_symptom
disease::BENH219,symptom::sốt,has_symptom
disease::BENH220,text::Viêm dạ dày không đặc hiệu,has_name
disease::BENH220,symptom::đau thượng vị,has_symptom
disease::BENH220,symptom::buồn nôn,has_symptom
disease::BENH220,symptom::ợ nóng,has_symptom
disease::BENH220,symptom::đầy bụng,has_symptom
disease::BENH221,text::Nôn ói nặng nặng,has_name
disease::BENH221,symptom::buồn nôn,has_symptom
disease::BENH221,symptom::nôn,has_symptom
disease::BENH221,symptom::mệt,has_symptom
disease::BENH221,symptom::chóng mặt,has_symptom
disease::BENH222,text::Viêm lợi nhẹ nhẹ cấp mạn,has_name
disease::BENH222,symptom::đỏ lợi,has_symptom
disease::BENH222,symptom::sưng lợi,has_symptom
disease::BENH222,symptom::chảy máu lợi,has_symptom
disease::BENH223,text::Nhiễm trùng da nhẹ,has_name
disease::BENH223,symptom::đỏ da,has_symptom
disease::BENH223,symptom::sưng,has_symptom
disease::BENH223,symptom::đau,has_symptom
disease::BENH223,symptom::mủ,has_symptom
disease::BENH223,symptom::sốt,has_symptom
disease::BENH224,text::Thoái hóa khớp gối chưa rõ nguyên nhân,has_name
disease::BENH224,symptom::đau gối,has_symptom
disease::BENH224,symptom::cứng khớp,has_symptom
disease::BENH224,symptom::khó đi lại,has_symptom
disease::BENH225,text::Béo phì không đặc hiệu,has_name
disease::BENH225,symptom::tăng cân,has_symptom
disease::BENH225,symptom::thừa mỡ,has_symptom
disease::BENH225,symptom::khó thở khi vận động,has_symptom
disease::BENH226,text::Đau lưng dưới vừa,has_name
disease::BENH226,symptom::đau thắt lưng,has_symptom
disease::BENH226,symptom::đau lan mông,has_symptom
disease::BENH226,symptom::cứng lưng,has_symptom
disease::BENH227,text::Đau đầu migraine nhẹ,has_name
disease::BENH227,symptom::đau đầu một bên,has_symptom
disease::BENH227,symptom::buồn nôn,has_symptom
disease::BENH227,symptom::sợ ánh sáng,has_symptom
disease::BENH228,text::Thoái hóa khớp gối chưa rõ nguyên nhân mạn,has_name
disease::BENH228,symptom::đau gối,has_symptom
disease::BENH228,symptom::cứng khớp,has_symptom
disease::BENH228,symptom::khó đi lại,has_symptom
disease::BENH229,text::Rối loạn tập trung mạn,has_name
disease::BENH229,symptom::khó tập trung,has_symptom
disease::BENH229,symptom::hay quên,has_symptom
disease::BENH229,symptom::mệt,has_symptom
disease::BENH230,text::Viêm thanh khí phế quản cấp,has_name
disease::BENH230,symptom::ho ông ổng,has_symptom
disease::BENH230,symptom::khàn tiếng,has_symptom
disease::BENH230,symptom::khó thở,has_symptom
disease::BENH231,text::Gan nhiễm mỡ nhẹ,has_name
disease::BENH231,symptom::mệt,has_symptom
disease::BENH231,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH232,text::Rối loạn tuyến giáp không đặc hiệu,has_name
disease::BENH232,symptom::mệt,has_symptom
disease::BENH232,symptom::sụt cân,has_symptom
disease::BENH232,symptom::hồi hộp,has_symptom
disease::BENH232,symptom::run tay,has_symptom
disease::BENH233,text::Viêm niệu đạo mạn chưa rõ nguyên nhân,has_name
disease::BENH233,symptom::tiểu buốt,has_symptom
disease::BENH233,symptom::tiểu rắt,has_symptom
disease::BENH233,symptom::ngứa niệu đạo,has_symptom
disease::BENH234,text::Loãng xương không đặc hiệu,has_name
disease::BENH234,symptom::đau lưng,has_symptom
disease::BENH234,symptom::giảm chiều cao,has_symptom
disease::BENH234,symptom::dễ gãy xương,has_symptom
disease::BENH235,text::Rối loạn tuyến giáp không đặc hiệu cấp,has_name
disease::BENH235,symptom::mệt,has_symptom
disease::BENH235,symptom::sụt cân,has_symptom
disease::BENH235,symptom::hồi hộp,has_symptom
disease::BENH235,symptom::run tay,has_symptom
disease::BENH236,text::Cảm cúm không đặc hiệu,has_name
disease::BENH236,symptom::sốt,has_symptom
disease::BENH236,symptom::ho,has_symptom
disease::BENH236,symptom::sổ mũi,has_symptom
disease::BENH236,symptom::đau đầu,has_symptom
disease::BENH237,text::Nấm kẽ chưa rõ nguyên nhân,has_name
disease::BENH237,symptom::ngứa,has_symptom
disease::BENH237,symptom::hăm kẽ,has_symptom
disease::BENH237,symptom::đỏ da,has_symptom
disease::BENH238,text::Viêm nang lông không đặc hiệu,has_name
disease::BENH238,symptom::mụn mủ nhỏ,has_symptom
disease::BENH238,symptom::ngứa,has_symptom
disease::BENH238,symptom::đỏ da,has_symptom
disease::BENH239,text::Nấm kẽ tái phát chưa rõ nguyên nhân,has_name
disease::BENH239,symptom::ngứa,has_symptom
disease::BENH239,symptom::hăm kẽ,has_symptom
disease::BENH239,symptom::đỏ da,has_symptom
disease::BENH240,text::Nhiễm khuẩn tiết niệu nhẹ,has_name
disease::BENH240,symptom::tiểu buốt,has_symptom
disease::BENH240,symptom::tiểu rắt,has_symptom
disease::BENH240,symptom::đau bụng dưới,has_symptom
disease::BENH240,symptom::sốt,has_symptom
disease::BENH241,text::Viêm phổi cộng đồng cấp,has_name
disease::BENH241,symptom::sốt,has_symptom
disease::BENH241,symptom::ho,has_symptom
disease::BENH241,symptom::khó thở,has_symptom
disease::BENH241,symptom::đau ngực,has_symptom
disease::BENH242,text::Rối loạn tiêu hóa tái phát nặng,has_name
disease::BENH242,symptom::đau bụng,has_symptom
disease::BENH242,symptom::đầy hơi,has_symptom
disease::BENH242,symptom::tiêu chảy,has_symptom
disease::BENH242,symptom::buồn nôn,has_symptom
disease::BENH243,text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân,has_name
disease::BENH243,symptom::đỏ da,has_symptom
disease::BENH243,symptom::rát,has_symptom
disease::BENH243,symptom::ngứa,has_symptom
disease::BENH243,symptom::phồng rộp,has_symptom
disease::BENH244,text::Viêm bao hoạt dịch cấp tái phát,has_name
disease::BENH244,symptom::đau khớp,has_symptom
disease::BENH244,symptom::sưng nóng,has_symptom
disease::BENH244,symptom::hạn chế vận động,has_symptom
disease::BENH245,text::Viêm phổi cộng đồng mạn,has_name
disease::BENH245,symptom::sốt,has_symptom
disease::BENH245,symptom::ho,has_symptom
disease::BENH245,symptom::khó thở,has_symptom
disease::BENH245,symptom::đau ngực,has_symptom
disease::BENH246,text::Nôn ói nặng cấp tái phát,has_name
disease::BENH246,symptom::buồn nôn,has_symptom
disease::BENH246,symptom::nôn,has_symptom
disease::BENH246,symptom::mệt,has_symptom
disease::BENH246,symptom::chóng mặt,has_symptom
disease::BENH247,text::Nhiễm khuẩn tiết niệu nặng cấp nhẹ,has_name
disease::BENH247,symptom::tiểu buốt,has_symptom
disease::BENH247,symptom::tiểu rắt,has_symptom
disease::BENH247,symptom::đau bụng dưới,has_symptom
disease::BENH247,symptom::sốt,has_symptom
disease::BENH248,text::Viêm nha chu mạn,has_name
disease::BENH248,symptom::chảy máu lợi,has_symptom
disease::BENH248,symptom::hôi miệng,has_symptom
disease::BENH248,symptom::lung lay răng,has_symptom
disease::BENH249,text::Rối loạn tiêu hóa tái phát nặng nhẹ,has_name
disease::BENH249,symptom::đau bụng,has_symptom
disease::BENH249,symptom::đầy hơi,has_symptom
disease::BENH249,symptom::tiêu chảy,has_symptom
disease::BENH249,symptom::buồn nôn,has_symptom
disease::BENH250,text::Viêm kết mạc nhẹ cấp,has_name
disease::BENH250,symptom::đỏ mắt,has_symptom
disease::BENH250,symptom::ngứa mắt,has_symptom
disease::BENH250,symptom::chảy ghèn,has_symptom
disease::BENH251,text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn,has_name
disease::BENH251,symptom::khàn tiếng,has_symptom
disease::BENH251,symptom::ho,has_symptom
disease::BENH251,symptom::đau họng,has_symptom
disease::BENH252,text::Rối loạn lo âu nặng,has_name
disease::BENH252,symptom::lo lắng,has_symptom
disease::BENH252,symptom::hồi hộp,has_symptom
disease::BENH252,symptom::mất ngủ,has_symptom
disease::BENH252,symptom::căng thẳng,has_symptom
disease::BENH253,text::Nhiễm khuẩn tiết niệu nhẹ vừa,has_name
disease::BENH253,symptom::tiểu buốt,has_symptom
disease::BENH253,symptom::tiểu rắt,has_symptom
disease::BENH253,symptom::đau bụng dưới,has_symptom
disease::BENH253,symptom::sốt,has_symptom
disease::BENH254,text::Đau cổ nặng,has_name
disease::BENH254,symptom::đau cổ,has_symptom
disease::BENH254,symptom::cứng cổ,has_symptom
disease::BENH254,symptom::hạn chế xoay cổ,has_symptom
disease::BENH255,text::Viêm da dị ứng vừa,has_name
disease::BENH255,symptom::ngứa da,has_symptom
disease::BENH255,symptom::mẩn đỏ,has_symptom
disease::BENH255,symptom::khô da,has_symptom
